,x
1,LEPROTL1
2,CD6
3,RCAN3
4,SPOCK2
5,RORA
6,ITK
7,LEF1
8,TRAT1
9,BCL11B
10,IL7R
11,CAMK4
12,CD40LG
13,TNFRSF25
14,ICOS
15,CD5
16,CD28
17,GATA3
18,OXNAD1
19,PBXIP1
20,TTC39C
21,THEM4
22,HNRNPLL
23,SFXN1
24,CTLA4
25,BATF
26,MAL
27,EEIG1
28,FOXP3
29,PASK
30,PIK3IP1
31,AP3M2
32,TNFRSF4
33,ZNF101
34,LINC01550
35,AAK1
36,CCR4
37,IL2RA
38,NAP1L4
39,FBLN7
40,SLAMF1
41,TCF7
42,SARAF
43,RSBN1
44,SUSD3
45,INPP4B
46,STING1
47,TBC1D4
48,ZC3H12D
49,TNFSF8
